GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG38734	3	3	XhXpXrXs	sp|B8XTP8|POLG_COSAA Genome polyprotein
VOG38735	3	3	Xh	sp|A8AI45|CSGG_CITK8 Curli production assembly/transport component CsgG
VOG38745	8	8	XrXs	sp|A0A097I1R9|H2A_MELV Histone doublet miniH2B-H2A
VOG38855	13	13	Xh	sp|O32323|HSS_BLAVI Homospermidine synthase
VOG38897	5	5	XhXp	sp|A0A0S0MX59|AT_BPPAM 5-NmdU N-acetyltransferase
VOG38906	4	4	XpXrXs	sp|P25480|PORTL_BPP2 Probable portal protein
VOG38909	4	4	Xr	sp|P54992|YSNA_STRPR Putative RNA-guided DNA endonuclease
VOG38926	9	9	XhXr	sp|P03554|POL_CAMVS Enzymatic polyprotein
VOG38942	93	92	XhXpXs	sp|P35936|FUS_NDVD Fusion glycoprotein F0
VOG38953	7	7	Xh	sp|Q5UNY0|YL732_MIMIV Uncharacterized protein L732
VOG38968	9	9	Xh	sp|Q5UP06|YR756_MIMIV Uncharacterized protein R756
VOG38979	10	10	Xh	sp|P23992|TOPS_BPT4 DNA topoisomerase small subunit
VOG38994	15	15	Xh	sp|P21065|PG172_VACCC Protein A43
VOG39036	2	2	XhXs	sp|Q66642|CEP3_EHV2 Cytoplasmic envelopment protein 3
VOG39043	13	13	Xs	sp|A0A385DTH1|THA_BPCA1 Tail hub protein A
VOG39063	185	184	XhXr	sp|Q80944|VE2_HPV60 Regulatory protein E2
VOG39073	2	2	Xh	sp|P21062|SEMA_VACCC Semaphorin-like protein A39
VOG39166	29	29	XpXr	sp|P09504|P0_TYYVF Suppressor of silencing P0
VOG39186	5	5	Xh	sp|Q06260|LPA_BPP1 Late promoter-activating protein
VOG39212	2	2	XhXp	sp|P00476|MTBS_BPSPR Orphan methyltransferase M.SPRI
VOG39247	109	107	Xr	sp|P25476|VPM_BPP2 Terminase, endonuclease subunit
VOG39265	5	5	XhXrXs	sp|Q6X3W5|TERM_BP35C DNA terminal protein
VOG39266	2	2	Xh	sp|P04223|HA1K_MOUSE H-2 class I histocompatibility antigen, K-K alpha chain
VOG39270	18	18	XhXpXrXs	sp|O73556|POLG_HPE2W Genome polyprotein
VOG39278	11	11	Xs	sp|P04868|TGB3_BSMV Movement protein TGB3
VOG39298	401	368	Xs	sp|P03740|TFA_LAMBD Tail fiber assembly protein
VOG39313	2	2	XhXs	sp|Q18LE3|SCAF_ELHVK Capsid scaffolding protein
VOG39332	8	4	Xh	sp|Q9ICH6|V001_FOWPN Putative C-type lectin protein FPV001/FPV260
VOG39376	392	391	Xr	sp|P04525|CLAMP_BPT4 Sliding clamp
VOG39385	9	7	XhXrXs	sp|Q83034|POLG_RTSVA Genome polyprotein
VOG39417	32	32	Xs	sp|P28281|TEG6_HHV2H Tegument protein UL55
VOG39427	7	7	XpXrXs	sp|P89216|NCAP_THOGV Nucleoprotein
VOG39428	9	9	Xh	sp|Q5UR65|YL620_MIMIV Uncharacterized protein L620
VOG39447	237	237	Xr	sp|P0A3H0|DBH_GEOSE DNA-binding protein HU
VOG39475	14	14	Xh	sp|O36364|VGA5_ALHV1 G-protein coupled receptor A5
VOG39562	2	2	XhXr	sp|Q88893|POL1_TRSV RNA1 polyprotein
VOG39584	4	4	Xh	sp|P03228|BARF1_EBVB9 Secreted protein BARF1
VOG39588	221	221	XhXs	sp|P18058|INH_BPT4 Protein inh
VOG39596	2	2	Xh	sp|Q5UPA2|YL023_MIMIV Putative ankyrin repeat protein L23
VOG39633	84	82	Xh	sp|P08711|VPB_BP186 Late control gene B protein
VOG39639	2	2	Xh	sp|P16638|ACLY_RAT ATP-citrate synthase
VOG39647	10	10	Xh	sp|Q0SQ51|SYN_CLOPS Asparagine--tRNA ligase
VOG39652	44	44	XhXr	sp|M1L9M3|PG087_MONPV Late transcription elongation factor OPG087
VOG39663	17	17	XhXr	sp|P09505|RDRP_BYDVP Putative RNA-directed RNA polymerase
VOG39665	3	3	Xs	sp|P90335|MP8_PMVK Probable movement protein p8
VOG39666	18	18	XhXs	sp|O64324|FII_BPN15 Head-tail joining protein
VOG39669	6	6	XhXpXs	sp|P0DJY6|S2_BPMU Tail fiber protein S'
VOG39679	5	5	Xs	sp|Q08308|CAPSD_PCV87 Capsid protein
VOG39726	62	62	XhXs	sp|P68697|TOP1_VACCC DNA topoisomerase 1B
VOG39779	2	2	Xh	sp|F2WP51|LPAKS_PSESP Linear primary-alkylsulfatase
VOG39827	5	5	XhXpXrXs	sp|Q6PMV1|POLG_FMDVP Genome polyprotein
VOG39863	10	10	XhXr	sp|Q67724|RDRP_HASV Methyltransferase/helicase/RNA-directed RNA polymerase
VOG39864	2	2	Xr	sp|P21312|ENDOR_ECOLX Probable replication endonuclease from retron Ec67
VOG39878	3	3	Xr	sp|P59843|INSB_HAEDU Insertion element IS1 protein InsB
VOG39888	132	22	Xs	sp|F5H8S6|US24_HCMVM Tegument protein US24
VOG39901	2	2	XhXp	sp|P06791|VE4_HPV18 Protein E4
VOG39913	4	4	Xr	sp|P03009|TRA2_ECOLX Probable transposase for transposon Tn903
VOG39922	59	59	Xh	sp|Q8K2I9|FBH1_MOUSE F-box DNA helicase 1
VOG39953	1018	1012	Xs	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17
VOG39972	253	253	XhXp	sp|Q38134|HOLIN_BPR1T Holin
VOG40031	33	33	Xh	sp|A0A7H0DN28|PG055_MONPV Protein OPG055
VOG40055	2	2	XhXp	sp|A0A7H0DNE2|3BHS_MONPV 3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
VOG40099	4	4	Xs	sp|Q7T6X0|YR161_MIMIV Uncharacterized protein R161
VOG40125	68	65	XhXr	sp|P11138|IE1_NPVAC Trans-activating transcriptional regulatory protein
VOG40183	3	3	XhXrXs	sp|Q7T6X7|RPO2_MIMIV DNA-directed RNA polymerase subunit 2
VOG40190	113	112	XhXpXrXs	sp|P22502|TUBE_BPP2 Tail tube protein
VOG40201	26	24	Xh	sp|Q5UR16|YR659_MIMIV Putative EGF-like domain-containing protein R659
VOG40205	7	7	Xh	sp|Q196Z3|VF197_IIV3 Putative tyrosine phosphatase 067L
VOG40206	15	14	Xh	sp|Q54LA1|IF5_DICDI Eukaryotic translation initiation factor 5
VOG40253	3	3	XpXs	sp|P03661|G3P_BPFD Attachment protein G3P
VOG40268	108	108	XhXs	sp|O92446|VP91_NPVBM Capsid-associated protein Vp91
VOG40293	12	11	XhXr	sp|Q5UQL3|NDK_MIMIV Nucleoside diphosphate kinase
VOG40294	2	2	Xh	sp|Q55928|NADM_SYNY3 Bifunctional NMN adenylyltransferase/Nudix hydrolase
VOG40324	98	98	Xr	sp|A6V2F6|RDGC_PSEP7 Recombination-associated protein RdgC
VOG40333	18	18	Xh	sp|Q5UQU6|MUTSL_MIMIV Putative DNA mismatch repair protein mutS homolog L359
VOG40354	15	15	Xh	sp|Q66653|VG51_EHV2 Putative C-type lectin protein 51
VOG40363	6	6	Xs	sp|Q7TF75|VP8_FDVS Microtubule-associated protein VP8
VOG40400	44	44	XhXrXs	sp|P68317|RP07_VACCW DNA-directed RNA polymerase 7 kDa subunit
VOG40407	188	175	Xh	sp|P24518|NADR_SALTY Trifunctional NAD biosynthesis/regulator protein NadR
VOG40415	2	2	Xh	sp|O31933|YOPE_BACSU SPbeta prophage-derived uncharacterized protein YopE
VOG40417	3	3	Xh	sp|Q5UQJ2|YR863_MIMIV Putative ankyrin repeat protein R863
VOG40423	2	2	Xh	sp|P0CA66|VF165_ASFK5 Uncharacterized protein F165R
VOG40426	2	2	Xh	sp|Q58092|TKTC_METJA Putative transketolase C-terminal section
VOG40467	9	7	XhXrXs	sp|P14076|GAG_HTL1C Gag polyprotein
VOG40469	468	424	Xh	sp|Q9L646|NRDD_SALTY Anaerobic ribonucleoside-triphosphate reductase
VOG40484	84	73	Xh	sp|Q5UQP2|YL446_MIMIV Uncharacterized protein L446
VOG40486	448	447	Xr	sp|Q68XY7|RUVC_RICTY Crossover junction endodeoxyribonuclease RuvC
VOG40491	6	6	XpXs	sp|Q6TVP7|V073_ORFSA Protein ORFV073
VOG40555	12	11	Xh	sp|Q5UQX3|YR380_MIMIV Putative leucine-rich repeat protein R380
VOG40608	14	14	XhXpXs	sp|P04027|ENV_SRV1 Envelope glycoprotein
VOG40610	12	12	XhXs	sp|P22351|POLS_IBDVS Structural polyprotein
VOG40662	18	17	Xh	sp|Q640T2|WIPI3_XENTR WD repeat domain phosphoinositide-interacting protein 3
VOG40670	4	3	XhXpXr	sp|P0C6V4|R1A_IBVBC Replicase polyprotein 1a
VOG40675	117	117	Xs	sp|D3WAC5|CAPSD_BPLP2 Capsid protein
VOG40683	947	825	XhXp	sp|P34877|MTSA_LACLC Type II methyltransferase M1.ScrFI
VOG40702	7	6	XhXp	sp|P03409|TAX_HTL1A Protein Tax-1
VOG40729	54	54	XhXpXs	sp|O93122|A16_VACCA Virion membrane protein A16
VOG40774	4	4	XhXr	sp|P03631|REPA_BPPHS Replication-associated protein A
VOG40782	14	9	Xh	sp|Q5UPA2|YL023_MIMIV Putative ankyrin repeat protein L23
VOG40811	54	54	XhXrXs	sp|P20980|MCES_VACCC mRNA-capping enzyme regulatory subunit OPG124
VOG40813	210	210	Xp	sp|P69189|NDD_BPT2 Nucleoid disruption protein
VOG40857	2	2	Xs	sp|A7XXC1|DECO_BP234 Decoration protein
VOG40957	192	192	Xh	sp|P0DXF2|UVSW1_BPT4 Protein UvsW.1
VOG40972	170	170	XhXpXrXs	sp|A0MZE1|PORTL_BPN4 Probable portal protein
VOG40982	18	18	XhXp	sp|Q7Y2C1|HOLIN_BPKMV Holin
VOG41005	2	2	XhXrXs	sp|P03322|GAG_RSVP Gag polyprotein
VOG41043	2	2	Xs	sp|A0A140F3K6|CAPS1_PFV1 Major capsid protein 1
VOG41067	2	2	XhXrXs	sp|P60170|VSGP_EBOZM Pre-small/secreted glycoprotein
VOG41076	113	105	XhXp	sp|P03705|HOLIN_LAMBD Antiholin
VOG41125	2	2	XhXpXrXs	sp|Q66578|POLG_HPE1H Genome polyprotein
VOG41128	12	12	XhXr	sp|P36286|POLG_SMSV1 Genome polyprotein
VOG41138	93	93	Xs	sp|Q06669|AC75_NPVAC Protein Ac75
VOG41216	112	112	XhXpXrXs	sp|Q65900|POLG_CX16G Genome polyprotein
VOG41225	4	4	Xs	sp|P0CA40|ETFL_ASFK5 Early transcription factor large subunit homolog
VOG41248	2	2	XhXp	sp|Q77WJ4|ENLYS_METM2 Pseudomurein endoisopeptidase
VOG41271	2	2	XpXr	sp|Q84709|P0_PEMVW Suppressor of silencing P0
VOG41272	45	45	XhXs	sp|Q80HX6|PG056_VACCW Protein OPG056
VOG41275	3	3	Xs	sp|Q98663|MVP_RYSV Movement protein
VOG41304	45	45	XhXr	sp|P03763|TARGB_BPMU ATP-dependent target DNA activator B
VOG41328	285	285	Xh	sp|Q8ZNY9|PRP1_SALTY Serine/threonine-protein phosphatase 1
VOG41333	23	22	Xs	sp|F5H8R6|UL96_HCMVM Protein UL96
VOG41340	259	257	XhXpXrXs	sp|O64332|TIPL_BPN15 Tail tip protein L
VOG41382	794	794	Xs	sp|Q05222|SCAF_BPML5 Probable capsid assembly scaffolding protein
VOG41405	21	21	Xh	sp|P23848|MOR_BPMU Middle operon regulator
VOG41408	14	14	XhXp	sp|A0A7H0DNE4|PG176_MONPV Protein OPG176
VOG41418	2	2	XhXpXrXs	sp|Q6QGE7|TMP_BPT5 Tape measure protein pb2 precursor
VOG41427	2	2	XpXs	sp|P11128|FUS_BPPH6 Fusion protein P6
VOG41446	2	2	XhXp	sp|P60504|ICP47_HSV2S ICP47 protein
VOG41475	9	9	Xs	sp|P54636|VP2_LORDV Minor capsid protein VP2
VOG41503	2	2	XhXpXrXs	sp|C5MSH2|POLG_SALVA Genome polyprotein
VOG41543	2	2	Xh	sp|P44219|Y1495_HAEIN Uncharacterized protein HI_1495
VOG41553	45	45	XhXpXr	sp|Q66431|L_DUGBA RNA-directed RNA polymerase L
VOG41563	21	21	Xh	sp|Q7T6X6|GFAT_MIMIV Probable glutamine--fructose-6-phosphate aminotransferase [isomerizing]
VOG41570	5	5	Xh	sp|P14365|V236_FOWPN Uncharacterized protein FPV236
VOG41617	4	4	XhXs	sp|Q5UQ50|COLL6_MIMIV Collagen-like protein 6
VOG41619	26	25	XhXp	sp|P51769|ANTIH_BPP2 Putative antiholin
VOG41644	25	25	XpXr	sp|Q96705|AC4_CALCV Protein AC4
VOG41656	14	14	XhXr	sp|Q07048|RDRP_SCV23 RNA-directed RNA polymerase
VOG41662	9	9	Xh	sp|Q7Y1W9|SAP9_ORYSJ Zinc finger A20 and AN1 domain-containing stress-associated protein 9
VOG41675	3	3	Xh	sp|P03199|BLLF2_EBVB9 Uncharacterized protein BLLF2
VOG41690	19	19	Xh	sp|P29686|G6PD_SYNE7 Glucose-6-phosphate 1-dehydrogenase
VOG41715	3	3	XhXp	sp|O72736|KBTB1_CWPXG Kelch repeat and BTB domain-containing protein 1
VOG41721	97	97	Xh	sp|P41480|FLSO_NPVAC FAD-linked sulfhydryl oxidase
VOG41742	2	2	XhXp	sp|Q6QGP7|ENLYS_BPT5 L-alanyl-D-glutamate peptidase
VOG41745	84	84	XrXs	sp|Q99FY3|NCAP_NDVAF Nucleoprotein
VOG41754	18	17	XhXpXrXs	sp|P08558|BP44_BPMU Baseplate hub protein gp44
VOG41772	13	13	Xh	sp|A0A7H0DNF3|PG191_MONPV Protein OPG191
VOG41797	10	10	Xh	sp|B2V7W7|PFKA_SULSY ATP-dependent 6-phosphofructokinase
VOG41806	5	5	Xh	sp|O04862|FOLM_PEA Folate synthesis bifunctional protein, mitochondrial
VOG41817	4	4	Xr	sp|Q08454|PHOSP_IHNVO Phosphoprotein
VOG41836	39	39	XhXr	sp|Q9DSN9|POLN_ABPVR Replicase polyprotein
VOG41852	36	36	XhXs	sp|P26749|HUB10_BPP22 Tail hub protein gp10
VOG41861	5	5	XhXs	sp|P03200|GP350_EBVB9 Envelope glycoprotein GP350
VOG41889	92	92	XhXr	sp|A5U229|DING_MYCTA ATP-dependent helicase DinG
VOG41890	4	4	Xh	sp|P16518|GP168_BPPH2 Gene product 16.8
VOG41902	3	2	XhXr	sp|P32598|PP12_YEAST Serine/threonine-protein phosphatase PP1-2
VOG41908	3	3	Xh	sp|E9QAG8|ZN431_MOUSE Zinc finger protein 431
VOG41921	48	32	Xs	sp|Q89489|PG153_VAR67 Envelop protein OPG153
VOG41986	64	64	Xh	sp|Q3KFT0|PUR5_PSEPF Phosphoribosylformylglycinamidine cyclo-ligase
VOG41995	5	5	Xh	sp|B3SRV4|NSP2_ROTHP Non-structural protein 2
VOG42014	12	11	Xh	sp|O35732|CFLAR_MOUSE CASP8 and FADD-like apoptosis regulator
VOG42028	9	9	XhXs	sp|Q5UPZ2|YR301_MIMIV Putative serine/threonine-protein kinase R301
VOG42030	9	9	Xp	sp|D5LX53|UL42_HCMVT Protein UL42
VOG42038	38	38	XhXp	sp|P51773|HOLIN_BPP2 Holin
VOG42053	89	89	Xs	sp|P27333|TGB3_LSV Movement protein TGBp3
VOG42054	49	49	XhXrXs	sp|Q8B3M2|POLG_DWV Genome polyprotein
VOG42079	54	53	XhXs	sp|P0DSS6|PG089_VARV Putative nuclease OPG089
VOG42113	3	3	XhXs	sp|O55519|P2_RDVO Minor outer capsid protein P2
VOG42115	4	4	XhXpXs	sp|P0DTC3|AP3A_SARS2 ORF3a protein
VOG42123	2	2	Xh	sp|P30118|HEPA_EBVB9 DNA helicase/primase complex-associated protein
VOG42155	14	14	XhXrXs	sp|Q01206|POL1_BAYMJ Genome polyprotein 1
VOG42204	2	2	Xh	sp|F4J3D9|IDE2_ARATH Insulin-degrading enzyme-like 2
VOG42215	39	39	XhXs	sp|A0A7H0DN46|PG073_MONPV Core protein OPG073
VOG42236	10	10	Xh	sp|Q5UR72|YR624_MIMIV Putative GTP-binding protein R624
VOG42266	6	6	Xh	sp|P23992|TOPS_BPT4 DNA topoisomerase small subunit
VOG42271	2	2	Xs	sp|Q9T1R2|FIBER_BPAPS Putative tail fiber protein gp36
VOG42313	7	7	XhXp	sp|P19893|VIE2_HCMVA Viral transcription factor IE2
VOG42333	1145	991	Xs	sp|P18056|HOC_BPT4 Highly immunogenic outer capsid protein
VOG42344	2	2	Xh	sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase
VOG42386	7	7	Xh	sp|P0ADU5|YGIW_ECOLI Protein YgiW
VOG42432	21	20	Xs	sp|P0C777|MP1_CARMS Double gene block protein 1
VOG42443	9	8	Xh	sp|O48400|GP46_BPSP1 Inhibitor of histone-like protein HU
VOG42503	2	2	Xh	sp|Q9L9E7|NOVU_STRNV C-methyltransferase NovU
VOG42544	13	13	Xs	sp|P03553|VAP_CAMVD Virion-associated protein
VOG42546	12	9	XhXs	sp|P18348|US9_EHV4 Envelope protein US9 homolog
VOG42618	401	398	XpXrXs	sp|P03728|PORTL_BPT7 Portal protein
VOG42628	2	2	XhXpXs	sp|P03336|GAG_MLVAV Gag polyprotein
VOG42644	19	19	Xp	sp|P03703|RAL_LAMBD Restriction inhibitor protein ral
VOG42654	5	5	XhXs	sp|P19061|BP07_BPT4 Baseplate wedge protein gp7
VOG42657	6	6	XhXpXs	sp|O21970|DARA_BPP1 Defense against restriction protein A
VOG42669	60	60	XhXs	sp|Q8SCY7|PRO_BPDPK Capsid maturation protease
VOG42696	5	5	Xs	sp|Q9YX48|CAPSD_FDVS Inner capsid protein S2
VOG42708	4	4	XhXs	sp|P0CAJ5|VF717_ASFK5 Uncharacterized protein C717R
VOG42709	897	844	XhXr	sp|Q38087|DPOL_BPR69 DNA-directed DNA polymerase
VOG42733	5	5	Xh	sp|O67174|SATC_AQUAE Probable bifunctional SAT/APS kinase
VOG42743	7	7	Xh	sp|F5HAR3|US19_HCMVM Transmembrane protein US19
VOG42793	25	25	XhXr	sp|Q9T1W7|TERS_BPMU Probable terminase, small subunit gp27
VOG42803	11	8	XhXpXr	sp|P0C6T8|R1A_CVBEN Replicase polyprotein 1a
VOG42804	45	45	Xs	sp|Q67707|CAPSD_GVAIS Capsid protein
VOG42860	617	558	XhXr	sp|P04526|LOADL_BPT4 Sliding-clamp-loader large subunit
VOG42883	4	4	XhXs	sp|P05904|VIF_SIVVT Virion infectivity factor
VOG42888	30	30	Xs	sp|Q01051|TRX1_SHV21 Triplex capsid protein 1
VOG42938	29	29	XhXpXs	sp|Q9JGK8|POLS_SAGV Structural polyprotein
VOG42948	85	83	XhXs	sp|P04870|P10_NPVAC Protein p10
VOG42964	4	4	XhXp	sp|P05863|NEF_SIVVT Protein Nef
VOG42995	2	2	XhXr	sp|A6TE46|TSAD_KLEP7 tRNA N6-adenosine threonylcarbamoyltransferase
VOG43010	7	7	XhXs	sp|Q5UPW7|UBPL2_MIMIV Putative ubiquitin carboxyl-terminal hydrolase L293
VOG43012	15	15	Xh	sp|F4HWL4|SYYC2_ARATH Tyrosine--tRNA ligase 2, cytoplasmic
VOG43033	54	54	XhXpXs	sp|A0A7H0DN79|PG107_MONPV MPXVgp092
VOG43078	8	8	Xs	sp|P16833|UL116_HCMVA Uncharacterized protein UL116
VOG43173	2	2	Xs	sp|Q6UDL9|GN_PSHV1 Envelope glycoprotein N
VOG43202	4	4	XrXs	sp|P22116|CAPSD_PSVJ Capsid protein
VOG43262	5	3	Xh	sp|Q9FN03|UVR8_ARATH Ultraviolet-B receptor UVR8
VOG43288	2	2	Xh	sp|Q54GH4|MIOX_DICDI Inositol oxygenase
VOG43291	2	2	XhXpXrXs	sp|Q6QGD5|PORTL_BPT5 Portal protein
VOG43353	25	15	Xh	sp|Q5UP79|YR008_MIMIV Uncharacterized putative helicase R8
VOG43358	54	44	Xh	sp|O10286|CXOL2_NPVOP Conotoxin-like peptide 2
VOG43384	96	96	Xs	sp|P85227|BP40_BPPHE Virion protein 3
VOG43428	2	2	XhXr	sp|Q08534|R1AB_BYVU Replicase polyprotein 1ab
VOG43466	6	6	Xh	sp|Q5UR04|YR911_MIMIV Putative ankyrin repeat protein R911
VOG43505	113	113	XhXp	sp|Q6XQ99|HOLIN_BPT1 Holin
VOG43525	2	2	XhXs	sp|P07579|CAPSD_BPPH6 Major outer capsid protein
VOG43541	5	5	Xp	sp|F5HBX1|CXCL1_HCMVM Chemokine vCXCL1
VOG43546	53	53	XhXpXrXs	sp|P14336|POLG_TBEVW Genome polyprotein
VOG43550	8	8	XhXpXrXs	sp|Q91B85|POLG_ALKV Genome polyprotein
VOG43564	2	2	Xp	sp|Q2HRC7|VIL6_HHV8P Viral interleukin-6 homolog
VOG43572	12	12	XpXs	sp|C7BG48|CAPSD_HASVA Capsid polyprotein VP86
VOG43658	2	2	Xh	sp|B0S912|GYRA_LEPBA DNA gyrase subunit A
VOG43667	4	4	XhXrXs	sp|O92954|GAG_RSVSB Gag polyprotein
VOG43689	366	366	Xr	sp|P69626|REGA_BPT6 Translation repressor protein
VOG43712	2	2	XpXs	sp|Q9XJR8|EXLYS_BPPM2 Peptidoglycan hydrolase P7
VOG43745	16	14	XhXp	sp|P31354|VP35_NPVBM Early 35 kDa protein
VOG43754	41	41	Xr	sp|P28958|PAP_EHV1B DNA polymerase processivity factor
VOG43759	2	2	Xs	sp|P27390|VP34_BPPRD Protein P34
VOG43819	6	6	Xh	sp|Q5UPA2|YL023_MIMIV Putative ankyrin repeat protein L23
VOG43826	4	4	XhXrXs	sp|P11125|P4_BPPH6 Packaging enzyme P4
VOG43850	2	2	XhXr	sp|O36363|DPOL_ALHV1 DNA polymerase catalytic subunit
VOG43862	2	2	XhXpXs	sp|P51735|FIB31_BPHC1 Probable tail fiber protein
VOG43863	4	4	Xs	sp|Q6UDJ6|SCP_PSHV1 Small capsomere-interacting protein
VOG43877	21	21	Xh	sp|D2XNR0|FLOT3_MEDTR Flotillin-like protein 3
VOG43947	4	3	XhXpXr	sp|P0C6F8|R1A_BCHK3 Replicase polyprotein 1a
VOG43978	2	2	Xh	sp|P23648|NSR_LACLL Nisin-resistance protein
VOG43989	3	3	Xh	sp|P0AD64|BLA1_KLEPN Beta-lactamase SHV-1
VOG44037	60	60	Xs	sp|Q8SD42|CAPSD_BPDPK Major capsid protein
VOG44039	32	32	XhXs	sp|P23058|SPLR_NPVAC Spheroidin-like protein
VOG44158	79	78	Xr	sp|O08848|RO60_MOUSE RNA-binding protein Ro60
VOG44193	2	2	Xs	sp|Q6EWG8|POL2_CRLVP RNA2 polyprotein
VOG44263	94	93	XhXs	sp|P25695|C42_NPVAC Protein C42
VOG44267	47	47	XhXrXs	sp|P09292|CVC1_VZVD Capsid vertex component 1
VOG44280	42	42	Xh	sp|A8W995|UXP_ADE05 U exon protein
VOG44308	137	105	XhXs	sp|P28936|SCAF_EHV1B Capsid scaffolding protein
VOG44327	76	64	Xh	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region
VOG44344	2	2	XpXs	sp|Q38066|G6P_BPPF1 Head virion protein G6P
VOG44366	9	9	Xs	sp|Q5UNX5|YL725_MIMIV Uncharacterized protein L725
VOG44403	45	45	XhXs	sp|P19746|J1_SHEVK Protein J1 homolog
VOG44478	2	2	Xh	sp|P03224|BDLF3_EBVB9 Glycoprotein BDLF3
VOG44516	12	12	XpXrXs	sp|Q05323|VP30_EBOZM Transcriptional activator VP30
VOG44525	7	7	XhXpXr	sp|A6YQT5|RPOA_PRRSV Replicase polyprotein 1ab
VOG44572	2	2	Xs	sp|A0A140F3K7|CAPS2_PFV1 Major capsid protein 2
VOG44590	5	5	Xp	sp|Q6TM72|ACR30_BPD31 Anti-CRISPR protein 30
VOG44602	5	5	Xs	sp|A4KXK0|Y146_HVAVE Putative structural protein ORF146
VOG44604	3	3	Xh	sp|Q5UPA0|YL025_MIMIV Putative ankyrin repeat protein L25
VOG44610	3	3	Xp	sp|P0CAF0|VF345_ASFK5 Protein D345L
VOG44639	4	4	Xh	sp|Q5UPG0|YL086_MIMIV Putative ankyrin repeat protein L86
VOG44652	3	3	Xh	sp|P03287|Y116_ADE02 Uncharacterized 11.6 kDa early protein
VOG44655	2	2	XhXp	sp|P0C8H5|ARBH_ASFP4 Apoptosis regulator Bcl-2 homolog
VOG44678	17	17	XhXpXrXs	sp|Q96662|POLG_BVDVC Genome polyprotein
VOG44706	4	4	XrXs	sp|Q9DUT0|CAPSD_PZSVT Capsid protein
VOG44715	11	11	XhXs	sp|Q8HAE6|DECO_BPST6 Decoration protein
VOG44730	27	24	XhXr	sp|Q7DF83|DRA2A_DEIRA ISDra2 transposase TnpA
VOG44772	97	96	XhXr	sp|P48313|TERM_ADE40 Preterminal protein
VOG44795	26	26	XhXs	sp|P34052|VP10_NPVSE Protein p10
VOG44798	7	7	XhXr	sp|P00573|RPOL_BPT7 T7 RNA polymerase
VOG44805	16	16	XhXpXrXs	sp|P19711|POLG_BVDVN Genome polyprotein
VOG44819	2	2	Xh	sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5
VOG44839	2	2	Xh	sp|P0CAI0|VF602_ASFK5 Protein B602L
VOG44869	4	4	XhXpXs	sp|P0DOE5|SH_HRSVA Small hydrophobic protein
VOG44881	10	10	XhXpXs	sp|P54088|CAPSD_CAVCI Capsid protein
VOG44897	3	3	XhXs	sp|Q9T1V6|TMP_BPMU Probable tape measure protein
VOG44926	3	3	Xs	sp|Q65YV0|VP6_MYRV9 Microtubule-associated protein VP6
VOG44995	18	18	XhXpXrXs	sp|P13561|POL2_RCMV RNA2 polyprotein
VOG45045	33	33	XhXp	sp|Q7Y2B9|SPAN1_BPKMV Probable spanin, inner membrane subunit
VOG45143	7	7	Xs	sp|Q50LE5|CAPSD_HPBVH Capsid protein precursor
VOG45147	80	59	XhXpXr	sp|P0C6U6|R1A_CVHNL Replicase polyprotein 1a
VOG45163	7	7	Xh	sp|F5HE69|US18_HCMVM Transmembrane protein US18
VOG45177	2	2	XhXp	sp|Q2HR82|KBZIP_HHV8P E3 SUMO-protein ligase K-bZIP
VOG45203	69	69	Xp	sp|E1XTK6|SERDT_BPSAV Serinyltransferase
VOG45213	8	7	XhXs	sp|P14269|COR10_ADE02 Pre-core protein X
VOG45226	5	4	Xh	sp|P21973|V060_FOWPN Putative CC-type chemokine FPV060
VOG45227	39	39	XpXs	sp|P10185|GL_HHV11 Envelope glycoprotein L
VOG45237	11	11	Xh	sp|A7YW98|SYRC_BOVIN Arginine--tRNA ligase, cytoplasmic
VOG45255	60	59	XhXs	sp|Q37888|CAPSD_BPB03 Major capsid protein
VOG45259	70	70	XpXs	sp|D4N3P3|CAPSD_HCYV5 Capsid protein
VOG45260	37	37	Xp	sp|A0A7H0DND4|PG163_MONPV Protein OPG163
VOG45284	422	422	XhXp	sp|P00971|RLIG_BPT4 RNA ligase 1
VOG45290	9	9	XhXs	sp|P79677|GP38_BPMU Putative sheath terminator protein
VOG45365	95	90	Xh	sp|P18924|AC_BPT4 Uncharacterized protein 52.2
VOG45383	62	61	XrXs	sp|Q04700|NCAP_CVCAK Nucleoprotein
VOG45416	18	18	Xh	sp|P08161|VE94_NPVAC Early 94 kDa protein
VOG45431	45	45	XhXrXs	sp|Q8B3M2|POLG_DWV Genome polyprotein
VOG45440	4	4	XhXpXs	sp|Q69572|GQ1_HHV6U Glycoprotein Q1
VOG45503	430	258	Xh	sp|P41719|PK1_NPVHZ Serine/threonine-protein kinase 1
VOG45517	13	13	Xh	sp|Q9EQC4|ELOV4_MOUSE Very long chain fatty acid elongase 4
VOG45532	3	3	XhXpXs	sp|P0DTC7|NS7A_SARS2 ORF7a protein
VOG45556	109	108	XpXs	sp|P03517|GP_PTPV Envelopment polyprotein
