Query	Query_name	Query_accession	Target_name	Target_accession	Evalue	score	bias	dom_Evalue	dom_score	dom_bias	exp	reg	clu	ov	env	dom	rep	inc	start	end	strand	misc
BML_coassembly	BML_coassembly_196	-	VOG53353	-	6.9e-79	264.1	0.6	1.4e-78	263.1	0.6	1.4	1	0	0	1	1	1	1	191326	195669	-1	ID=1_196;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.361
AB_072018	AB_072018_159	-	VOG53353	-	5.7e-77	257.8	1.2	2.7e-76	255.6	1.0	2.0	2	0	0	2	2	2	1	200495	205993	1	ID=1_159;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=8bp;gc_cont=0.491
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_285	-	VOG53353	-	9.2e-76	253.8	0.6	1.5e-75	253.1	0.6	1.2	1	0	0	1	1	1	1	249919	254121	-1	ID=1_285;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=4bp;gc_cont=0.269
Pacmanvirus_A23	Pacmanvirus_A23_44	-	VOG53353	-	7.2e-70	234.5	0.4	1.6e-69	233.4	0.4	1.5	1	0	0	1	1	1	1	39054	43064	1	ID=1_44;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.373
GD2017-2_urea	GD2017-2_urea_71	-	VOG53353	-	3.2e-67	225.8	0.2	5.3e-67	225.0	0.2	1.2	1	0	0	1	1	1	1	56725	60423	1	ID=1_71;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=5bp;gc_cont=0.383
Faustovirus_ST1	Faustovirus_ST1_39	-	VOG53353	-	7.1e-60	201.6	2.6	1.2e-59	200.9	2.6	1.2	1	0	0	1	1	1	1	41207	44926	1	ID=1_39;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=5bp;gc_cont=0.399
Hydrivirus	Hydrivirus_1357	-	VOG53353	-	7.6e-59	198.2	0.2	1.5e-58	197.2	0.1	1.5	2	0	0	2	2	2	1	1382057	1386070	1	ID=1_1357;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=8bp;gc_cont=0.406
DRTY6	DRTY6_213	-	VOG53353	-	8e-54	181.7	0.2	1.4e-53	180.9	0.2	1.3	1	0	0	1	1	1	1	204977	208315	-1	ID=1_213;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.531
SRVP_07252022_550855_L	SRVP_07252022_550855_L_312	-	VOG53353	-	2.3e-52	176.9	0.5	4.1e-52	176.1	0.5	1.4	1	0	0	1	1	1	1	322415	326215	-1	ID=1_312;partial=00;start_type=ATG;rbs_motif=TATAA;rbs_spacer=14bp;gc_cont=0.395
bjp_ig5181	bjp_ig5181_92	-	VOG53353	-	6.5e-52	175.5	0.2	1.3e-51	174.4	0.2	1.5	1	0	0	1	1	1	1	75239	79135	1	ID=1_92;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=11bp;gc_cont=0.531
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_246	-	VOG53353	-	1.8e-49	167.4	0.8	3.1e-49	166.6	0.8	1.3	1	0	0	1	1	1	1	210538	213525	1	ID=1_246;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.319
2019_SCN_bioreactor	2019_SCN_bioreactor_52	-	VOG53353	-	3.1e-48	163.4	1.8	1.6e-47	161.0	1.8	1.9	1	1	0	1	1	1	1	57429	61214	-1	ID=1_52;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.401
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_247	-	VOG53353	-	6e-17	60.5	0.1	7.2e-17	60.2	0.1	1.0	1	0	0	1	1	1	1	213522	213728	1	ID=1_247;partial=00;start_type=TTG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.329
BML_coassembly	BML_coassembly_310	-	VOG53372	-	6.4e-121	404.6	38.2	7.1e-121	404.4	38.2	1.0	1	0	0	1	1	1	1	310167	311678	1	ID=1_310;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=14bp;gc_cont=0.297
Tupanvirus_soda_lake	Tupanvirus_soda_lake_134	-	VOG53372	-	9.4e-115	384.2	38.0	1.1e-114	384.0	38.0	1.0	1	0	0	1	1	1	1	132512	134041	1	ID=1_134;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=7bp;gc_cont=0.284
GD2017_2_strous	GD2017_2_strous_1039	-	VOG53372	-	2.3e-109	366.4	37.3	2.7e-109	366.1	37.3	1.0	1	0	0	1	1	1	1	1154461	1155987	-1	ID=1_1039;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.281
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_276	-	VOG53372	-	5.7e-106	355.2	56.8	6.4e-106	355.0	56.8	1.0	1	0	0	1	1	1	1	239298	240920	-1	ID=1_276;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.201
Pacmanvirus_A23	Pacmanvirus_A23_93	-	VOG53372	-	4.2e-99	332.5	18.8	5.1e-99	332.2	18.8	1.0	1	0	0	1	1	1	1	80740	82173	1	ID=1_93;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=6bp;gc_cont=0.328
Tupanvirus_soda_lake	Tupanvirus_soda_lake_123	-	VOG53372	-	9.8e-99	331.2	29.3	1.1e-98	331.1	29.3	1.0	1	0	0	1	1	1	1	119703	121202	-1	ID=1_123;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.281
GD2017_2_strous	GD2017_2_strous_1049	-	VOG53372	-	8.5e-95	318.2	32.8	9.5e-95	318.1	32.8	1.0	1	0	0	1	1	1	1	1164699	1166198	1	ID=1_1049;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.272
Tupanvirus_soda_lake	Tupanvirus_soda_lake_268	-	VOG53372	-	7.1e-93	311.9	21.2	7.7e-93	311.7	21.2	1.0	1	0	0	1	1	1	1	280494	281630	-1	ID=1_268;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=8bp;gc_cont=0.286
GD2017_2_strous	GD2017_2_strous_897	-	VOG53372	-	2.1e-91	307.0	21.0	2.5e-91	306.8	21.0	1.0	1	0	0	1	1	1	1	1003754	1004890	1	ID=1_897;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=6bp;gc_cont=0.282
BML_coassembly	BML_coassembly_207	-	VOG53372	-	5.3e-87	292.4	38.3	6.1e-87	292.2	38.3	1.0	1	0	0	1	1	1	1	208998	210551	-1	ID=1_207;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.298
Organic_Lake_phycodnavirus_1	Organic_Lake_phycodnavirus_1_166	-	VOG53372	-	7.6e-83	278.7	34.4	8.9e-83	278.5	34.4	1.0	1	0	0	1	1	1	1	137383	138792	-1	ID=1_166;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;gc_cont=0.292
ALT_072018_38_16	ALT_072018_38_16_36	-	VOG53372	-	9.5e-81	271.8	16.0	1.1e-80	271.5	16.0	1.0	1	0	0	1	1	1	1	34817	36397	-1	ID=1_36;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=6bp;gc_cont=0.403
GD2017-2_urea	GD2017-2_urea_26	-	VOG53372	-	2.7e-78	263.6	16.4	4.1e-78	263.0	16.4	1.2	1	0	0	1	1	1	1	21540	22874	-1	ID=1_26;partial=00;start_type=ATG;rbs_motif=TTTT;rbs_spacer=11bp;gc_cont=0.355
Faustovirus_ST1	Faustovirus_ST1_19	-	VOG53372	-	1.3e-73	248.1	6.5	1.7e-73	247.8	6.5	1.0	1	0	0	1	1	1	1	15519	17588	1	ID=1_19;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.404
AB_072018	AB_072018_245	-	VOG53372	-	2e-72	244.2	17.1	2.4e-72	244.0	17.1	1.0	1	0	0	1	1	1	1	299134	300537	1	ID=1_245;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=5bp;gc_cont=0.453
Faustovirus_ST1	Faustovirus_ST1_25	-	VOG53372	-	8.6e-72	242.1	5.5	1.1e-71	241.8	5.5	1.0	1	0	0	1	1	1	1	23446	24996	1	ID=1_25;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.378
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1083	-	VOG53372	-	2.4e-68	230.7	16.5	2.4e-68	230.7	16.5	2.1	1	1	0	2	2	1	1	1231439	1233697	1	ID=1_1083;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.292
GD2017_2_strous	GD2017_2_strous_341	-	VOG53372	-	4e-68	230.0	15.0	4.6e-68	229.8	15.0	1.0	1	0	0	1	1	1	1	359871	360755	-1	ID=1_341;partial=00;start_type=GTG;rbs_motif=ATA;rbs_spacer=6bp;gc_cont=0.306
Faustovirus_ST1	Faustovirus_ST1_26	-	VOG53372	-	8.5e-68	228.9	7.6	1.1e-67	228.6	7.6	1.1	1	0	0	1	1	1	1	25090	26760	1	ID=1_26;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.372
Tupanvirus_soda_lake	Tupanvirus_soda_lake_794	-	VOG53372	-	9.8e-67	225.4	36.3	9.8e-67	225.4	36.3	2.5	1	1	1	2	2	2	1	921484	923619	1	ID=1_794;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=10bp;gc_cont=0.269
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1071	-	VOG53372	-	6.5e-66	222.7	34.3	6.5e-66	222.7	34.3	3.0	1	1	1	2	2	1	1	1218204	1220783	-1	ID=1_1071;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.293
GD2017_2_strous	GD2017_2_strous_284	-	VOG53372	-	3.6e-57	193.8	51.2	1.1e-56	192.3	51.1	1.6	1	1	0	1	1	1	1	289662	291437	1	ID=1_284;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=4bp;gc_cont=0.284
Tupanvirus_soda_lake	Tupanvirus_soda_lake_847	-	VOG53372	-	7.8e-54	182.8	53.4	2.1e-53	181.4	53.4	1.6	1	1	0	1	1	1	1	986916	988655	-1	ID=1_847;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=4bp;gc_cont=0.267
GD2017_2_strous	GD2017_2_strous_14	-	VOG53372	-	9.1e-41	139.6	9.9	1.1e-40	139.3	9.9	1.0	1	0	0	1	1	1	1	9562	10542	-1	ID=1_14;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.314
ALT_072018_38_16	ALT_072018_38_16_52	-	VOG53372	-	2.3e-30	105.2	0.2	3.5e-30	104.6	0.2	1.2	1	0	0	1	1	1	1	58553	60187	-1	ID=1_52;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=8bp;gc_cont=0.434
Tupanvirus_soda_lake	Tupanvirus_soda_lake_862	-	VOG53372	-	6.9e-24	83.8	1.3	6.9e-24	83.8	1.3	3.0	1	1	2	3	3	2	1	1008293	1010137	1	ID=1_862;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;gc_cont=0.288
GD2017_2_strous	GD2017_2_strous_268	-	VOG53372	-	4.5e-22	77.8	8.4	4.5e-22	77.8	8.4	2.9	1	1	2	3	3	2	1	268122	269969	-1	ID=1_268;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.300
Tupanvirus_soda_lake	Tupanvirus_soda_lake_709	-	VOG53372	-	2.1e-15	55.8	3.6	2.5e-15	55.5	3.6	1.2	1	0	0	1	1	1	1	823847	824752	-1	ID=1_709;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.339
Hydrivirus	Hydrivirus_1471	-	VOG53372	-	1.2e-14	53.2	0.3	1.2e-14	53.2	0.3	2.0	2	0	0	2	2	2	1	1498735	1500807	1	ID=1_1471;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=8bp;gc_cont=0.341
Hydrivirus	Hydrivirus_541	-	VOG53372	-	1.9e-14	52.6	14.2	1.1e-13	50.0	14.3	2.0	1	1	0	1	1	1	1	549742	551577	1	ID=1_541;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.357
GD2017_2_strous	GD2017_2_strous_421	-	VOG53372	-	2e-14	52.5	2.9	2.7e-14	52.1	2.9	1.3	1	1	0	1	1	1	1	453183	454106	1	ID=1_421;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=5bp;gc_cont=0.365
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_86	-	VOG53372	-	6.6e-11	40.8	5.3	6.6e-11	40.8	5.3	2.0	1	1	1	2	2	1	1	76028	77335	1	ID=1_86;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.206
Tupanvirus_soda_lake	Tupanvirus_soda_lake_606	-	VOG53374	-	2.6e-189	627.7	26.2	3e-189	627.5	26.2	1.0	1	0	0	1	1	1	1	722046	723131	1	ID=1_606;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.276
GD2017_2_strous	GD2017_2_strous_534	-	VOG53374	-	3e-171	568.3	25.3	3.5e-171	568.1	25.3	1.0	1	0	0	1	1	1	1	563833	564921	-1	ID=1_534;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.284
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1109	-	VOG53405	-	1.3e-70	235.8	6.9	1.5e-70	235.6	6.9	1.0	1	0	0	1	1	1	1	1259466	1260083	-1	ID=1_1109;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=8bp;gc_cont=0.314
GD2017_2_strous	GD2017_2_strous_3	-	VOG53405	-	2e-66	222.1	11.2	2.3e-66	222.0	11.2	1.0	1	0	0	1	1	1	1	679	1266	-1	ID=1_3;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;gc_cont=0.281
Hydrivirus	Hydrivirus_731	-	VOG53405	-	4.4e-18	64.5	0.0	9.1e-18	63.5	0.0	1.5	1	0	0	1	1	1	1	761854	763332	1	ID=1_731;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.374
Hydrivirus	Hydrivirus_1094	-	VOG53405	-	1.9e-13	49.4	1.3	2e-13	49.3	1.3	1.2	1	0	0	1	1	1	1	1099069	1099449	-1	ID=1_1094;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.328
Tupanvirus_soda_lake	Tupanvirus_soda_lake_468	-	VOG53541	-	3.4e-282	935.7	8.0	3.8e-282	935.5	8.0	1.0	1	0	0	1	1	1	1	545111	546643	1	ID=1_468;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=9bp;gc_cont=0.324
GD2017_2_strous	GD2017_2_strous_686	-	VOG53541	-	6.6e-268	888.6	5.9	7.4e-268	888.4	5.9	1.0	1	0	0	1	1	1	1	742384	743919	-1	ID=1_686;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=9bp;gc_cont=0.353
ALT_072018_38_16	ALT_072018_38_16_219	-	VOG53625	-	5.5e-22	78.0	1.6	8.1e-22	77.4	1.6	1.3	1	0	0	1	1	1	1	207231	207956	-1	ID=1_219;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.337
GD2017_2_strous	GD2017_2_strous_652	-	VOG53625	-	1.5e-13	50.3	1.8	1e-12	47.6	0.8	2.0	2	0	0	2	2	2	1	700739	701503	-1	ID=1_652;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=8bp;gc_cont=0.323
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_187	-	VOG53625	-	7.8e-12	44.7	3.4	1.4e-11	43.8	3.4	1.5	1	1	0	1	1	1	1	166062	167549	-1	ID=1_187;partial=00;start_type=ATG;rbs_motif=TATAT;rbs_spacer=4bp;gc_cont=0.231
Hydrivirus	Hydrivirus_213	-	VOG53706	-	1.1e-33	114.8	0.0	1.5e-33	114.2	0.0	1.2	1	0	0	1	1	1	1	230567	231739	1	ID=1_213;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.332
Chrysochromulina_ericina_virus	Chrysochromulina_ericina_virus_157	-	VOG53706	-	7e-28	95.5	0.0	1.7e-27	94.2	0.0	1.5	1	1	0	1	1	1	1	138704	139594	1	ID=1_157;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=4bp;gc_cont=0.244
GD2017_2_strous	GD2017_2_strous_817	-	VOG53706	-	6.6e-25	85.6	0.0	7.8e-12	42.3	0.0	2.0	1	1	1	2	2	2	2	902612	904456	1	ID=1_817;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.326
Tupanvirus_soda_lake	Tupanvirus_soda_lake_340	-	VOG53706	-	5e-24	82.7	0.0	1e-11	41.8	0.0	2.1	1	1	1	2	2	2	2	379242	381086	-1	ID=1_340;partial=00;start_type=ATG;rbs_motif=ATCTA;rbs_spacer=12bp;gc_cont=0.306
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1017	-	VOG53706	-	8.1e-22	75.4	0.0	1.1e-21	74.9	0.0	1.1	1	0	0	1	1	1	1	1170881	1172179	1	ID=1_1017;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.339
GD2017_2_strous	GD2017_2_strous_429	-	VOG53706	-	5.3e-18	62.7	0.0	6.3e-18	62.5	0.0	1.0	1	0	0	1	1	1	1	460204	461028	-1	ID=1_429;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=12bp;gc_cont=0.281
Tupanvirus_soda_lake	Tupanvirus_soda_lake_702	-	VOG53706	-	8.3e-15	52.1	0.0	1e-14	51.9	0.0	1.0	1	0	0	1	1	1	1	817139	817957	1	ID=1_702;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.272
Hydrivirus	Hydrivirus_87	-	VOG53706	-	1.3e-14	51.5	0.0	1.7e-14	51.1	0.0	1.0	1	0	0	1	1	1	1	97153	98061	-1	ID=1_87;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=5bp;gc_cont=0.374
Tupanvirus_soda_lake	Tupanvirus_soda_lake_355	-	VOG53706	-	1.1e-13	48.4	0.0	1.4e-13	48.0	0.0	1.0	1	0	0	1	1	1	1	396440	398071	-1	ID=1_355;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=6bp;gc_cont=0.284
GD2017_2_strous	GD2017_2_strous_800	-	VOG53706	-	1.4e-13	48.1	0.0	1.9e-13	47.6	0.0	1.1	1	0	0	1	1	1	1	885106	886761	1	ID=1_800;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.306
GD2017_2_strous	GD2017_2_strous_216	-	VOG53706	-	7e-12	42.4	0.0	1e-11	41.9	0.0	1.1	1	0	0	1	1	1	1	216432	218381	-1	ID=1_216;partial=00;start_type=ATG;rbs_motif=ATTTA;rbs_spacer=9bp;gc_cont=0.243
Hydrivirus	Hydrivirus_1271	-	VOG53706	-	8.5e-11	38.8	0.0	1.1e-10	38.4	0.0	1.0	1	0	0	1	1	1	1	1288437	1289918	-1	ID=1_1271;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.372
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1265	-	VOG53894	-	1.4e-18	65.5	5.5	1.4e-18	65.5	5.5	2.0	2	1	0	2	2	2	1	1427859	1430747	-1	ID=1_1265;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=6bp;gc_cont=0.307
GD2017_2_strous	GD2017_2_strous_171	-	VOG53894	-	1.1e-17	62.5	6.2	1.1e-17	62.5	6.2	2.6	3	1	0	4	4	4	1	165368	168259	-1	ID=1_171;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=7bp;gc_cont=0.315
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1270	-	VOG53990	-	6.4e-70	235.0	9.1	7.1e-70	234.8	9.1	1.0	1	0	0	1	1	1	1	1435541	1436569	-1	ID=1_1270;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.310
GD2017_2_strous	GD2017_2_strous_176	-	VOG53990	-	2.6e-68	229.6	10.5	2.9e-68	229.5	10.5	1.0	1	0	0	1	1	1	1	173053	174090	-1	ID=1_176;partial=00;start_type=ATG;rbs_motif=ATTTA;rbs_spacer=12bp;gc_cont=0.310
Hydrivirus	Hydrivirus_589	-	VOG53990	-	1.5e-65	220.5	0.0	2e-65	220.1	0.0	1.0	1	0	0	1	1	1	1	606584	607744	-1	ID=1_589;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=7bp;gc_cont=0.342
Hydrivirus	Hydrivirus_558	-	VOG53990	-	6.1e-61	205.3	0.0	6.8e-61	205.2	0.0	1.0	1	0	0	1	1	1	1	574642	575718	1	ID=1_558;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.391
Pacmanvirus_A23	Pacmanvirus_A23_224	-	VOG53990	-	8.8e-57	191.6	7.9	9.5e-57	191.5	7.9	1.0	1	0	0	1	1	1	1	183835	184761	1	ID=1_224;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.325
Tupanvirus_soda_lake	Tupanvirus_soda_lake_652	-	VOG53990	-	2.8e-56	189.9	4.7	3.1e-56	189.8	4.7	1.0	1	0	0	1	1	1	1	768319	769392	-1	ID=1_652;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=11bp;gc_cont=0.331
Tupanvirus_soda_lake	Tupanvirus_soda_lake_299	-	VOG53990	-	6.8e-51	172.2	0.3	7.5e-51	172.0	0.3	1.0	1	0	0	1	1	1	1	319133	320050	1	ID=1_299;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=10bp;gc_cont=0.346
GD2017_2_strous	GD2017_2_strous_867	-	VOG53990	-	1.1e-49	168.2	0.1	1.2e-49	168.0	0.1	1.0	1	0	0	1	1	1	1	970075	970992	-1	ID=1_867;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=12bp;gc_cont=0.367
GD2017_2_strous	GD2017_2_strous_542	-	VOG54393	-	1.2e-195	651.3	106.3	2e-175	584.5	44.5	4.8	1	1	3	4	4	4	4	573156	575618	-1	ID=1_542;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=10bp;gc_cont=0.317
Tupanvirus_soda_lake	Tupanvirus_soda_lake_598	-	VOG54393	-	1.5e-189	631.1	110.8	3.8e-172	573.6	45.9	5.0	1	1	3	4	4	4	3	711251	713632	1	ID=1_598;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=10bp;gc_cont=0.310
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1073	-	VOG54465	-	2.5e-120	399.8	3.9	2.9e-120	399.5	3.9	1.1	1	0	0	1	1	1	1	1221908	1222687	-1	ID=1_1073;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.350
ALT_072018_38_16	ALT_072018_38_16_52	-	VOG54659	-	2.3e-47	161.2	0.1	3.1e-47	160.8	0.1	1.2	1	0	0	1	1	1	1	58553	60187	-1	ID=1_52;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=8bp;gc_cont=0.434
Tupanvirus_soda_lake	Tupanvirus_soda_lake_862	-	VOG54659	-	3.9e-36	124.2	0.6	5.7e-36	123.6	0.6	1.2	1	0	0	1	1	1	1	1008293	1010137	1	ID=1_862;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=5bp;gc_cont=0.288
GD2017_2_strous	GD2017_2_strous_352	-	VOG54659	-	7.5e-34	116.6	0.4	7.5e-34	116.6	0.4	2.5	2	0	0	2	2	2	1	368202	370676	-1	ID=1_352;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=10bp;gc_cont=0.311
GD2017_2_strous	GD2017_2_strous_268	-	VOG54659	-	3.1e-33	114.6	0.1	4.9e-33	113.9	0.1	1.4	1	0	0	1	1	1	1	268122	269969	-1	ID=1_268;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.300
Tupanvirus_soda_lake	Tupanvirus_soda_lake_785	-	VOG54659	-	1.1e-32	112.8	3.2	3e-32	111.3	0.1	2.2	2	0	0	2	2	2	1	912869	915343	1	ID=1_785;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.304
Hydrivirus	Hydrivirus_541	-	VOG54659	-	5.6e-32	110.5	0.0	8.1e-32	109.9	0.0	1.1	1	0	0	1	1	1	1	549742	551577	1	ID=1_541;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.357
Tupanvirus_soda_lake	Tupanvirus_soda_lake_1083	-	VOG54659	-	1.4e-18	66.3	0.0	2.8e-11	42.1	0.0	2.3	2	0	0	2	2	2	2	1231439	1233697	1	ID=1_1083;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.292
AB_072018	AB_072018_245	-	VOG54659	-	7.7e-15	53.9	0.2	3.4e-14	51.8	0.1	1.9	1	1	0	1	1	1	1	299134	300537	1	ID=1_245;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=5bp;gc_cont=0.453
Hydrivirus	Hydrivirus_1471	-	VOG54659	-	1.1e-13	50.1	0.7	7.2e-13	47.4	0.7	2.1	1	1	0	1	1	1	1	1498735	1500807	1	ID=1_1471;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=8bp;gc_cont=0.341
Hydrivirus	Hydrivirus_1026	-	VOG54659	-	1.2e-12	46.7	0.0	1.8e-12	46.1	0.0	1.3	1	0	0	1	1	1	1	1043218	1045008	1	ID=1_1026;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.371
Hydrivirus	Hydrivirus_929	-	VOG54659	-	1.3e-12	46.6	0.0	1.3e-12	46.6	0.0	1.2	1	0	0	1	1	1	1	962478	963026	-1	ID=1_929;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.357
BML_coassembly	BML_coassembly_310	-	VOG54659	-	5.8e-12	44.4	0.0	4.8e-05	21.6	0.0	3.0	3	0	0	3	3	3	2	310167	311678	1	ID=1_310;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=14bp;gc_cont=0.297
GD2017_2_strous	GD2017_2_strous_14	-	VOG54659	-	1e-11	43.6	0.0	6.1e-11	41.0	0.0	2.2	2	1	0	2	2	2	1	9562	10542	-1	ID=1_14;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.314
GD2017_2_strous	GD2017_2_strous_1039	-	VOG54659	-	4.9e-11	41.3	1.1	0.00018	19.7	0.0	3.3	2	1	0	3	3	3	2	1154461	1155987	-1	ID=1_1039;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.281
Tupanvirus_soda_lake	Tupanvirus_soda_lake_134	-	VOG54659	-	6.5e-11	41.0	0.4	2.3e-05	22.6	0.3	3.0	2	1	0	2	2	2	2	132512	134041	1	ID=1_134;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=7bp;gc_cont=0.284
